Year,Zip Code,Model Year,Fuel,Make,Duty,Vehicles
2018,95442,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93528,<2008,Battery Electric,OTHER/UNK,Heavy,3
2018,94562,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,90644,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,95902,2019,Battery Electric,OTHER/UNK,Heavy,5
2018,92790,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95387,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94172,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93114,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93206,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95587,2018,Battery Electric,NEWFLYER,Heavy,1
2018,92599,2019,Battery Electric,OTHER/UNK,Heavy,15
2018,94145,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95274,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94124,2019,Battery Electric,OTHER/UNK,Heavy,5
2018,94658,2018,Battery Electric,OTHER/UNK,Heavy,11
2018,95881,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,94141,<2008,Battery Electric,OTHER/UNK,Heavy,3
2018,94602,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95857,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,91562,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95843,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,93221,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90291,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,91781,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95046,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90299,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,92322,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95514,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,93664,_RARE_,Battery Electric,OTHER/UNK,Heavy,5
2018,93240,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,90645,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,94654,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95653,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90643,<2008,Battery Electric,_RARE_,Heavy,5
2018,95343,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95088,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95659,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93121,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95363,<2008,Battery Electric,OTHER/UNK,Heavy,2
2018,95078,_RARE_,Battery Electric,NEWFLYER,Heavy,3
2018,92657,2018,Battery Electric,OTHER/UNK,Heavy,6
2018,94674,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,93527,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,92299,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,94171,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,90647,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,95596,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93195,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,90869,<2008,Battery Electric,OTHER/UNK,Heavy,5
2018,95679,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95654,_RARE_,Battery Electric,OTHER/UNK,Heavy,4
2018,94708,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95280,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,93208,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94602,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94254,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95054,<2008,Battery Electric,OTHER/UNK,Heavy,3
2018,95843,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,90648,2018,Battery Electric,OTHER/UNK,Heavy,4
2018,92336,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93597,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,92276,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,90677,_RARE_,Battery Electric,OTHER/UNK,Heavy,5
2018,93618,2018,Battery Electric,OTHER/UNK,Heavy,10
2018,94131,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,95342,_RARE_,Battery Electric,_RARE_,Heavy,2
2018,92284,2018,Battery Electric,_RARE_,Heavy,1
2018,90711,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,95170,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,92328,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,93616,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95052,2018,Battery Electric,OTHER/UNK,Heavy,4
2018,94554,<2008,Battery Electric,OTHER/UNK,Heavy,12
2018,92075,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,94604,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,91774,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95303,2018,Battery Electric,OTHER/UNK,Heavy,6
2018,95674,<2008,Battery Electric,OTHER/UNK,Heavy,5
2018,90457,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95624,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95239,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,93108,2019,Battery Electric,OTHER/UNK,Heavy,6
2018,95668,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,95516,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,93530,2019,Battery Electric,OTHER/UNK,Heavy,14
2018,92767,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,95667,<2008,Battery Electric,OTHER/UNK,Heavy,4
2018,91767,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93104,_RARE_,Battery Electric,_RARE_,Heavy,1
2018,94637,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,93532,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,93519,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92248,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,92368,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95661,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95596,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,92353,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,93113,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90744,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95171,2019,Battery Electric,NEWFLYER,Heavy,6
2018,90278,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,93602,_RARE_,Battery Electric,OTHER/UNK,Heavy,4
2018,95171,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93529,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94123,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,95662,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95467,_RARE_,Battery Electric,OTHER/UNK,Heavy,4
2018,95412,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,93622,_RARE_,Battery Electric,OTHER/UNK,Heavy,12
2018,90493,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92317,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90642,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,94504,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,94608,<2008,Battery Electric,OTHER/UNK,Heavy,3
2018,95233,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,94563,2019,Battery Electric,NEWFLYER,Heavy,1
2018,94166,2019,Battery Electric,OTHER/UNK,Heavy,15
2018,93458,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,92048,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92133,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,94009,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95469,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,94602,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,95416,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95245,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95677,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93553,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,94125,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92003,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95097,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92309,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,92335,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95350,_RARE_,Battery Electric,OTHER/UNK,Heavy,4
2018,95666,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94709,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90495,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95150,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,92308,<2008,Battery Electric,OTHER/UNK,Heavy,5
2018,93555,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90487,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90648,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,90654,2019,Battery Electric,_RARE_,Heavy,1
2018,93696,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94606,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93668,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95775,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,94709,2018,Battery Electric,OTHER/UNK,Heavy,7
2018,92233,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,90480,<2008,Battery Electric,OTHER/UNK,Heavy,15
2018,95674,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94709,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94608,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,93688,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,93275,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95276,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93705,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,95668,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,94599,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,90266,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93210,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95851,2019,Battery Electric,OTHER/UNK,Heavy,14
2018,94580,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95224,2019,Battery Electric,OTHER/UNK,Heavy,11
2018,90354,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,90702,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,93210,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,93195,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95366,<2008,Battery Electric,OTHER/UNK,Heavy,12
2018,90641,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,94705,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90715,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,92219,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95909,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,94229,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95130,_RARE_,Battery Electric,NEWFLYER,Heavy,1
2018,93480,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93215,<2008,Battery Electric,NEWFLYER,Heavy,3
2018,95867,_RARE_,Battery Electric,OTHER/UNK,Heavy,3
2018,90673,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,92038,<2008,Battery Electric,OTHER/UNK,Heavy,11
2018,93540,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,90696,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,92228,2019,Battery Electric,OTHER/UNK,Heavy,12
2018,90741,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95281,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95806,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94208,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95845,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94756,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95672,<2008,Battery Electric,OTHER/UNK,Heavy,5
2018,92242,2018,Battery Electric,OTHER/UNK,Heavy,4
2018,95148,2019,Battery Electric,OTHER/UNK,Heavy,6
2018,95084,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93288,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93639,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,95044,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92155,<2008,Battery Electric,OTHER/UNK,Heavy,13
2018,94577,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,92295,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,94662,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,94608,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93530,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,90705,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94106,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,93623,2018,Battery Electric,OTHER/UNK,Heavy,5
2018,95911,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95673,_RARE_,Battery Electric,OTHER/UNK,Heavy,14
2018,95655,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,92791,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,95029,_RARE_,Battery Electric,OTHER/UNK,Heavy,6
2018,93533,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,94614,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,95286,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95253,2019,Battery Electric,OTHER/UNK,Heavy,11
2018,93185,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2018,93632,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93169,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,95682,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,92350,2019,Battery Electric,OTHER/UNK,Heavy,10
2018,95896,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95877,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94605,2019,Battery Electric,NEWFLYER,Heavy,5
2018,95669,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,94559,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95594,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,95657,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,95557,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93279,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95297,2018,Battery Electric,OTHER/UNK,Heavy,2
2018,91941,2019,Battery Electric,OTHER/UNK,Heavy,5
2018,93981,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94174,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,90290,2019,Battery Electric,OTHER/UNK,Heavy,4
2018,94606,_RARE_,Battery Electric,OTHER/UNK,Heavy,7
2018,93652,_RARE_,Battery Electric,OTHER/UNK,Heavy,8
2018,94128,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,95508,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,91781,_RARE_,Battery Electric,OTHER/UNK,Heavy,7
2018,95216,2018,Battery Electric,OTHER/UNK,Heavy,5
2018,92086,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95660,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93114,_RARE_,Battery Electric,OTHER/UNK,Heavy,10
2018,95265,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95050,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,93660,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94593,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,94559,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,93616,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,94706,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,92344,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,95891,<2008,Battery Electric,OTHER/UNK,Heavy,2
2018,90661,2019,Battery Electric,OTHER/UNK,Heavy,2
2018,91766,<2008,Battery Electric,OTHER/UNK,Heavy,1
2018,94129,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93617,2019,Battery Electric,OTHER/UNK,Heavy,3
2018,92354,2018,Battery Electric,OTHER/UNK,Heavy,14
2018,93374,2018,Battery Electric,OTHER/UNK,Heavy,3
2018,92798,_RARE_,Battery Electric,OTHER/UNK,Heavy,1
2018,93115,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95015,<2008,Battery Electric,NEWFLYER,Heavy,5
2018,95677,2019,Battery Electric,OTHER/UNK,Heavy,1
2018,95548,2018,Battery Electric,OTHER/UNK,Heavy,1
2018,93757,_RARE_,Battery Electric,OTHER/UNK,Heavy,2
2017,90000,<2006,Battery Electric,OTHER/UNK,Heavy,4
2017,90012,2012,Battery Electric,OTHER/UNK,Heavy,1
2017,90012,2016,Battery Electric,OTHER/UNK,Heavy,4
2017,90012,<2006,Battery Electric,OTHER/UNK,Heavy,26
2017,90015,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,90015,2017,Battery Electric,OTHER/UNK,Heavy,3
2017,90017,2016,Battery Electric,OTHER/UNK,Heavy,3
2017,90024,2016,Battery Electric,OTHER/UNK,Heavy,2
2017,90024,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,90031,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,90032,<2006,Battery Electric,OTHER/UNK,Heavy,8
2017,90045,2016,Battery Electric,FORD,Heavy,12
2017,90058,2015,Battery Electric,OTHER/UNK,Heavy,3
2017,90220,2017,Battery Electric,OTHER/UNK,Heavy,2
2017,90292,2011,Battery Electric,OTHER/UNK,Heavy,4
2017,90301,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,90404,2009,Battery Electric,OTHER/UNK,Heavy,1
2017,90503,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,90638,2010,Battery Electric,OTHER/UNK,Heavy,5
2017,90704,2015,Battery Electric,OTHER/UNK,Heavy,3
2017,90704,2017,Battery Electric,OTHER/UNK,Heavy,2
2017,90744,2012,Battery Electric,OTHER/UNK,Heavy,2
2017,90744,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,90808,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,90810,2018,Battery Electric,OTHER/UNK,Heavy,4
2017,90813,2016,Battery Electric,OTHER/UNK,Heavy,10
2017,91202,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,91204,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,91326,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,91330,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,91344,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,91405,2014,Battery Electric,OTHER/UNK,Heavy,42
2017,91405,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,91405,<2006,Battery Electric,OTHER/UNK,Heavy,6
2017,91502,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,91730,2008,Battery Electric,OTHER/UNK,Heavy,1
2017,91730,2010,Battery Electric,OTHER/UNK,Heavy,7
2017,91761,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,91761,2015,Battery Electric,OTHER/UNK,Heavy,3
2017,91789,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,91790,2010,Battery Electric,OTHER/UNK,Heavy,3
2017,91790,2013,Battery Electric,OTHER/UNK,Heavy,12
2017,91790,2015,Battery Electric,OTHER/UNK,Heavy,2
2017,91790,2017,Battery Electric,OTHER/UNK,Heavy,14
2017,92024,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,92064,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92102,2011,Battery Electric,OTHER/UNK,Heavy,5
2017,92108,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,92123,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,92223,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92276,2014,Battery Electric,OTHER/UNK,Heavy,2
2017,92276,2015,Battery Electric,OTHER/UNK,Heavy,1
2017,92276,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92335,2018,Battery Electric,OTHER/UNK,Heavy,2
2017,92373,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92509,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,92509,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,92617,2017,Battery Electric,OTHER/UNK,Heavy,20
2017,92618,2011,Battery Electric,OTHER/UNK,Heavy,6
2017,92618,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,92619,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92626,2017,Battery Electric,OTHER/UNK,Heavy,15
2017,92626,2018,Battery Electric,OTHER/UNK,Heavy,4
2017,92664,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92700,<2006,Battery Electric,OTHER/UNK,Heavy,8
2017,92805,2012,Battery Electric,OTHER/UNK,Heavy,33
2017,92805,2013,Battery Electric,OTHER/UNK,Heavy,62
2017,92805,2015,Battery Electric,OTHER/UNK,Heavy,1
2017,92805,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,92863,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,93101,2017,Battery Electric,OTHER/UNK,Heavy,12
2017,93101,<2006,Battery Electric,EBUS,Heavy,11
2017,93103,<2006,Battery Electric,OTHER/UNK,Heavy,8
2017,93106,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,93117,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,93117,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,93257,2018,Battery Electric,OTHER/UNK,Heavy,2
2017,93291,2018,Battery Electric,OTHER/UNK,Heavy,3
2017,93407,<2006,Battery Electric,OTHER/UNK,Heavy,2
2017,93458,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,93534,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,93534,2017,Battery Electric,OTHER/UNK,Heavy,23
2017,93535,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,93591,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,93654,2013,Battery Electric,OTHER/UNK,Heavy,2
2017,93654,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,93654,2015,Battery Electric,OTHER/UNK,Heavy,2
2017,93728,2012,Battery Electric,OTHER/UNK,Heavy,2
2017,93906,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,93926,2016,Battery Electric,OTHER/UNK,Heavy,1
2017,94010,2017,Battery Electric,OTHER/UNK,Heavy,5
2017,94010,2018,Battery Electric,OTHER/UNK,Heavy,4
2017,94025,2017,Battery Electric,OTHER/UNK,Heavy,13
2017,94025,2018,Battery Electric,OTHER/UNK,Heavy,2
2017,94043,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,94043,2014,Battery Electric,OTHER/UNK,Heavy,2
2017,94043,2015,Battery Electric,OTHER/UNK,Heavy,2
2017,94105,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,94124,2014,Battery Electric,NEWFLYER,Heavy,59
2017,94124,<2006,Battery Electric,NEWFLYER,Heavy,32
2017,94124,<2006,Battery Electric,TROLLEY,Heavy,197
2017,94127,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,94134,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,94142,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,94143,2017,Battery Electric,OTHER/UNK,Heavy,12
2017,94158,2017,Battery Electric,OTHER/UNK,Heavy,1
2017,94236,<2006,Battery Electric,OTHER/UNK,Heavy,4
2017,94301,2017,Battery Electric,OTHER/UNK,Heavy,1
2017,94305,2013,Battery Electric,OTHER/UNK,Heavy,3
2017,94305,2014,Battery Electric,OTHER/UNK,Heavy,10
2017,94305,2015,Battery Electric,OTHER/UNK,Heavy,4
2017,94305,2016,Battery Electric,OTHER/UNK,Heavy,10
2017,94305,2017,Battery Electric,OTHER/UNK,Heavy,16
2017,94404,2017,Battery Electric,OTHER/UNK,Heavy,1
2017,94509,2018,Battery Electric,OTHER/UNK,Heavy,2
2017,94510,2017,Battery Electric,OTHER/UNK,Heavy,1
2017,94565,2018,Battery Electric,OTHER/UNK,Heavy,2
2017,94587,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,94590,2016,Battery Electric,OTHER/UNK,Heavy,2
2017,94603,2010,Battery Electric,OTHER/UNK,Heavy,10
2017,94603,2011,Battery Electric,OTHER/UNK,Heavy,1
2017,94603,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,94612,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,94621,2012,Battery Electric,OTHER/UNK,Heavy,1
2017,94621,2013,Battery Electric,OTHER/UNK,Heavy,2
2017,94621,2015,Battery Electric,OTHER/UNK,Heavy,1
2017,94704,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,94952,2013,Battery Electric,OTHER/UNK,Heavy,1
2017,94952,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95050,2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95050,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95134,2017,Battery Electric,OTHER/UNK,Heavy,5
2017,95202,2018,Battery Electric,OTHER/UNK,Heavy,4
2017,95205,2012,Battery Electric,OTHER/UNK,Heavy,2
2017,95205,2016,Battery Electric,OTHER/UNK,Heavy,10
2017,95307,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95351,2012,Battery Electric,OTHER/UNK,Heavy,1
2017,95354,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95357,2010,Battery Electric,OTHER/UNK,Heavy,6
2017,95401,2010,Battery Electric,OTHER/UNK,Heavy,1
2017,95448,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95457,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95482,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95660,2016,Battery Electric,OTHER/UNK,Heavy,8
2017,95670,2014,Battery Electric,OTHER/UNK,Heavy,1
2017,95672,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95800,<2006,Battery Electric,OTHER/UNK,Heavy,2
2017,95812,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95816,2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95816,2009,Battery Electric,OTHER/UNK,Heavy,1
2017,95816,2015,Battery Electric,OTHER/UNK,Heavy,16
2017,95816,<2006,Battery Electric,OTHER/UNK,Heavy,16
2017,95827,2012,Battery Electric,OTHER/UNK,Heavy,4
2017,95827,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95828,2018,Battery Electric,OTHER/UNK,Heavy,8
2017,95832,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95852,<2006,Battery Electric,OTHER/UNK,Heavy,1
2017,95966,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95968,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,95971,2018,Battery Electric,OTHER/UNK,Heavy,1
2017,96056,2018,Battery Electric,OTHER/UNK,Heavy,1
2019,90001,2019,Battery Electric,OTHER/UNK,Heavy,1
2019,90012,2016,Battery Electric,OTHER/UNK,Heavy,4
2019,90012,2019,Battery Electric,OTHER/UNK,Heavy,8
2019,90012,2019,Battery Electric,NEW FLYER,Heavy,20
