FID,LineDirId,StopName,RTID,Routes
3147,212490,BERRYESSA STATION (0),65239,"913, 903"
3148,212490,PENITENCIA CREEK STATION (0),65240,"913, 903"
3149,212490,MCKEE STATION (0),65241,"913, 903"
3150,212490,ALUM ROCK STATION (0),65242,"913, 903"
3151,212721,ALUM ROCK STATION (1),65243,"913, 903"
3152,212491,MCKEE STATION (1),65244,"913, 903"
3153,212491,PENITENCIA CREEK STATION (1),65245,"913, 903"
3154,212491,BERRYESSA STATION (1),65246,"913, 903"
3155,212491,HOSTETTER STATION (1),65247,"913, 903"
3156,212491,CROPLEY STATION (1),65248,"913, 903"
3157,212491,MILPITAS STATION (1),65249,"913, 903"
3158,212491,GREAT MALL STATION (1),65250,"913, 903"
3159,212131,Patrick Henry & Bunker Hill,65252," 55, 823"
3160,212210,Monterey & Stauffer,65255," 66,  68"
3161,212670,Penitencia Creek Station,65314, 
3162,211880,Alum Rock Station,65320," 23,  23"
3163,212670,San Jose Diridon Station (Bay 4),65321, 
3164,212670,Penitencia Creek Station,65325, 
3165,212410,Zanker & Highway 237,65331,831
3166,212571,Hostetter Station,65333," 70,  70"
3167,211950,Hostetter Station,65334," 70,  70, 270"
3168,212670,Penitencia Creek Station,65335,"104, 104"
3169,212670,Penitencia Creek Station,65337, 
3170,212540,KARINA & 1ST,65338, 
3171,212050,GREAT MALL & ABEL,65341,44
3172,212290,Landess & Clear Lake,65344,71
3173,212220,Monterey & 5th,65359,68
3174,212221,Monterey & 5th,65360,68
3175,212450,Sobrato High School,65363," 87,  87"
3176,212420,Camino Arroyo & Holloway,65372, 
3177,212420,Camino Arroyo & Gilroy Crossing,65373," 84,  84"
3178,212500,DIRIDON STATION (0),65374,"914, 920, 902"
3179,212500,RACE STATION (0),65375,"914, 902"
3180,212500,FRUITDALE STATION (0),65376,"914, 902"
3181,212500,BASCOM STATION (0),65377,"914, 902"
3182,212500,HAMILTON STATION (0),65378,"914, 902"
3183,212500,CAMPBELL STATION (0),65379,"914, 902"
3184,212500,WINCHESTER STATION (0),65380,"914, 902"
3185,212711,DIRIDON STATION (1),65381,"914, 920, 902"
3186,212501,RACE STATION (1),65382,"914, 902"
3187,212501,FRUITDALE STATION (1),65383,"914, 902"
3188,212501,BASCOM STATION (1),65384,"914, 902"
3189,212501,HAMILTON STATION (1),65385,"914, 902"
3190,212501,CAMPBELL STATION (1),65386,"914, 902"
3191,212501,WINCHESTER STATION (1),65387,"914, 902"
3192,212500,SAN FERNANDO STATION (0),65388,"914, 920, 902"
3193,212501,SAN FERNANDO STATION (1),65389,"914, 920, 902"
3194,212380,Walsh & San Tomas,65390,"827, 827"
3195,212220,Hale & Hillwood,65391,68
3196,212041,Monterey & Blossom Hill,65392,42
3197,212670,Winchester Station,65395, 
3198,211940,Winchester Station,65396," 27,  27,  37,  37,  37"
3199,211790,Winchester Station,65397," 60,  60, 101, 101"
3200,212141,Hamilton Station,65402,56
3201,211860,San Antonio Cir & Showers,65405,21
3202,212201,Saddle Rack & Meridian,65406," 63, 64A"
3203,212200,Race & Auzerais,65408," 63, 64A"
3204,211930,Tully & Galveston,65409,26
3205,212081,El Camino Hospital,65411," 51,  51"
3206,212421,Camino Arroyo & Lindsteadt,65422,84
3207,212421,Camino Arroyo & Renz,65423,84
3208,212080,Grant & El Camino Hospital,65424,51
3209,212410,Headquarters & Rose Orchard,65425,831
3210,212410,Vista Montana & 1st,65426,831
3211,211871,King & Story,65427," 22,  77"
3212,212080,Alta Vista High School,65428,51
3213,212221,Hale & Stoney Creek Way,65429,68
3214,212670,1st & Paseo de San Antonio,65459,523
3215,211880,1st & Paseo de San Antonio,65460,23
3216,212531,2nd & Paseo de San Antonio,65461, 
3217,211881,2nd & Paseo de San Antonio,65462," 23, 523"
3218,212300,1st & Saint John,65463," 72,  73"
3219,212301,2nd & Saint John,65464," 72,  73"
3220,211930,Tully & 10th,65465,26
3221,212240,Cerone Yard 1,65466,"703, 703"
3222,212240,Cerone Yard 2,65467,703
3223,212240,Cerone Yard 3,65468,703
3224,212240,Cerone Yard 4,65469,703
3225,212240,Cerone Yard 5,65470,703
3226,211860,Evelyn & Frances,65472,21
3227,212331,Kifer & San Ysidro,65473,822
3228,212240,North Yard 1,65474,703
3229,212240,North Yard 2,65475,703
3230,212240,North Yard 3,65476,703
3231,212240,North Yard 4,65477,703
3232,212240,North Yard 5,65478,703
3233,212240,North Yard 6,65479,703
3234,212240,Chaboya Yard 1,65481,"703, 703"
3235,212240,Chaboya Yard 2,65482,703
3236,212240,Chaboya Yard 3,65483,703
3237,212240,Chaboya Yard 4,65484,703
3238,212240,Chaboya Yard 5,65485,703
3239,212240,Chaboya Yard 6,65486,703
3240,212240,Chaboya Yard 7,65487,703
3241,212210,Oakland & Wayne,65491,66
3242,212451,Alkire & Peak,65493,87
3243,212390,River Oaks & Cisco,65503,828
3244,212390,Seely & River Oaks,65507,"828, 828"
3245,212390,Seely @ Cadance,65511,"828, 828"
3246,211881,2nd & Santa Clara,65513," 23, 523, 703, 703"
3247,211840,1st & Santa Clara,65514,703
3248,212301,2nd & Santa Clara,65515," 72,  73"
3249,212300,1st & Santa Clara,65516, 
3250,212200,Camden & Bose,65517," 83, 64A"
3251,212201,Camden & Bose,65518," 83, 64A"
3252,212450,Main & Dewitt,65520," 87,  87"
3253,212421,10th & Alexander,65522,84
3254,212180,Sierra & Piedmont,65526," 61,  61"
3255,212191,7th & Julian,65531," 64, 64A"
3256,212020,Ruby & Evergreen Village Square,65535,39
3257,212021,Ruby & Evergreen Village Square,65536,39
3258,212021,Quimby & Mirassou,65537,39
3259,212021,Murillo & Quimby,65538,39
3260,212030,Showers & El Camino,65540," 40,  40"
3261,212030,Showers & Latham,65541,40
3262,212010,Pollard & Elwood,65543,37
3263,212011,Pollard & More,65544,37
3264,212010,Pollard & More,65545,37
3265,212011,Pollard & Abbott,65546,37
3266,212011,Pollard & York,65547,37
3267,212010,Pollard & York,65548,37
3268,212010,Pollard & Summerwood,65549,37
3269,211860,Monroe & Bowers,65550,21
3270,211861,Monroe @ San Tomas Creek,65551,21
3271,211860,Monroe & Los Padres Boulevard,65552,21
3272,211860,Monroe @ San Tomas Creek,65553,21
3273,211861,Monroe & Gallup,65554,21
3274,211861,Monroe & Deborah,65555,21
3275,211860,Monroe & Deborah,65556,21
3276,212010,Hillsdale & Cherry,65564,37
3277,212010,Hillsdale & Vistamont,65565,37
3278,212010,Hillsdale & Cheshire,65574,37
3279,212230,Mabury & Creekland,65577,70
3280,212230,Mabury & King,65578," 70,  77"
3281,212231,Mabury & King,65579,70
3282,212231,Mabury & Penitencia Creek,65580,70
3283,212190,Francis & McKee,65583," 64, 64A"
3284,212020,Aborn & Ruby,65584,39
3285,212020,Aborn & Altamara,65587,39
3286,212021,Aborn & Altamara,65588,39
3287,212021,Aborn & Mosher,65589,39
3288,212020,Aborn & Mosher,65590,39
3289,212020,Murillo & Chaboya,65591,39
3290,212021,Murillo & Chemin De Riviere,65592,39
3291,212021,Murillo & Voltaire,65593,39
3292,212020,Murillo & Rose Terrasse,65594,39
3293,212020,Murillo & Aborn,65595,39
3294,212021,Aborn & Murillo,65596,39
3295,212450,Cochrane & De Paul,65599,87
3296,212451,Cochrane & De Paul,65600,87
3297,212041,Silicon Valley & Eden Park,65602, 
3298,212040,Silver Creek Valley & Silver Creek Valley,65603, 
3299,212041,Silver Creek Valley & Silver Creek Valley,65604, 
3300,212210,11th & St John,65605, 
3301,211880,Stevens Creek & McArthur,65606, 
3302,212181,Berryessa & Lundy,65607, 
3303,212130,Meadowlake & Lakechime,65608, 
3304,212401,McKean & Almaden,65611,83
3305,212040,Silicon Valley & Eden Park,65612, 
3306,212041,Silver Creek Valley & Fontanoso,65613, 
3307,211981,Meadow & Ramona,65617,288
3308,211991,Loma Verde & Waverley,65618,288
3309,211991,Waverley & El Verano,65619,288
3310,211990,Waverley & El Verano,65620,288
3311,211990,Loma Verde & Waverley,65621,288
3312,211981,Meadow & Middlefield,65622,288
3313,211981,Meadow & Cowper,65623,288
3314,211980,Meadow & Middlefield,65624,288
3315,211981,Meadow & Ross,65625,288
3316,211981,Meadow & Louis,65626,288
3317,211861,Mathilda & Indio,65629,21
3318,212011,Camden & Pasodoro,65630,37
3319,212010,Camden & Esther,65631,37
3320,212010,Hillsdale & Camden,65632,37
3321,212420,Valley Health Center,65633,84
3322,212030,Foothill College Loop at Transit Center,65634," 40,  40,  52,  52"
3323,211980,Meadow & Ross,65635,288
3324,211971,Meadow & Louis,65636,288
3325,211880,De Anza College Transit Center,65637," 23,  23"
3326,212330,Wolfe & Arques,65638,822
3327,212330,Deguigne & Stewart,65639,822
3328,212340,Old Mountain View-Alviso & Great America,65640,823
3329,212391,1st & River Oaks,65641,828
3330,212390,1st & Rio Robles,65642,828
3331,212411,Murphy Ranch & McCarthy,65644,831
3332,212410,Technology & McCarthy,65645,831
3333,212411,Technology & McCarthy,65646,831
3334,212410,Murphy Ranch & Technology,65647,831
3335,212411,Murphy Ranch & Technology,65648,831
3336,212211,Monterey & Curtner,65649," 66,  68"
3337,212391,1st & Rio Robles,65650,828
3338,212330,Santa Trinita & Arques,65651,822
3339,212210,Old Oakland & McKay,65652,66
3340,211940,Cottle & Palmia,65656," 27,  68"
3341,212021,The Villages & San Felipe,65657,39
3342,212041,Roeder & Vera,65658,42
3343,212420,Camino Arroyo & Renz,65659,84
3344,212420,Camino Arroyo & Lindsteadt,65660,84
3345,212421,Camino Arroyo & Valley Health Center,65661,84
3346,212420,Camino Arroyo & Gilroy Crossing,65662, 
3347,212421,Arroyo Circle & Arroyo Court,65663,84
3348,212421,Camino Arroyo & 6th,65675,84
3349,212010,Quito & Ravenswood,65687,37
3350,212420,Camino Arroyo & Gilman,65689,84
3351,211910,Meridian & Curci,65695," 63,  25, 64A"
3352,211911,Meridian & Curci,65696," 63,  25, 64A"
3353,212561,Tasman & Vienna,65697,"200, 200"
3354,212411,Vista Montana & 1st,65700,831
3355,212411,Headquarters & Rose Orchard,65701,831
3356,212411,Holger & Zanker,65702,831
3357,212411,Holger & Zanker,65703,831
3358,212060,Abel & Weller,65704,47
3359,212181,1st & Mission,65706,61
3360,211870,Capitol & Tully,65707," 22,  70,  26"
3361,212450,Elm & Half,65708,87
3362,212670,San Jose Diridon Station (Bay 5),65716, 
3363,212531,1ST & GISH,65717, 
3364,212190,Julian & 13th,65718," 64, 64A"
3365,212190,Julian & 15th,65719," 64, 64A"
3366,212190,Julian & 17th,65720," 64, 64A"
3367,211920,Dry Creek & Cottle,65723,256
3368,211860,Evelyn & Holly Terrace,65724,21
3369,211861,Evelyn & Holly Terrace,65725,"822, 822,  21"
3370,212330,Kifer & Hendy,65726,"822, 822"
3371,211910,Ginger & Middle,65727,25
3372,212021,Ruby & Beckley,65732,39
3373,212021,Ruby & Cortana,65733,39
3374,212020,Delta & Middle Park,65734,39
3375,212021,Delta & Oldfield,65735,39
3376,212020,Delta & Christian,65736,39
3377,212020,Ruby & Capelaw,65737,39
3378,212020,Ruby & Cortana,65738,39
3379,211880,Stevens Creek & Santana Row,65740," 23, 523"
3380,211881,Stevens Creek & Valley Fair,65741," 23, 523"
3381,212340,America Center Terminal,65750,"823, 823"
3382,212341,Old Mountain View-Alviso & Great America,65751,823
3383,212410,Murphy Ranch & Sandisk,65752,831
3384,212411,Murphy Ranch & Sandisk,65753,831
3385,212410,Technology & Murphy Ranch,65754,831
3386,212410,Murphy Ranch & McCarthy,65755,831
3387,212530,1ST & GISH,65759, 
3388,212040,Santa Teresa Station,65760,42
3389,212120,Santa Clara Transit Center,65764," 53,  53"
3390,212040,Silver Creek & Capitol,65766,42
3391,212041,Silver Creek & Yerba Buena,65767,42
3392,212041,Seven Trees & El Cajon,65768,42
3393,212040,Seven Trees & San Mateo,65770,42
3394,212040,Roeder & Grey Ghost,65771,42
3395,212040,Branham & Rahway,65772,42
3396,212040,Branham & Eberly,65773,42
3397,212040,Branham & Houndshaven,65774,42
3398,212130,Sunnyvale & Olive,65777,55
3399,212131,Sunnyvale & Olive,65778,55
3400,211940,International Circle & Kaiser Hospital,65779, 
3401,212021,San Felipe & George Blauer,65780,39
3402,212160,Great America Parkway & Great America Way,65781,"823,  59"
3403,212341,Patrick Henry & Bunker Hill,65782,823
3404,212331,Wolfe & Central,65784,822
3405,212560,Tasman & Fair Oaks,65786, 
3406,212560,TASMAN & VIENNA,65787, 
3407,212121,Benton & Lafayette,65788," 60,  53"
3408,212221,Endicott & Cottle,65797," 42,  68"
3409,212270,PULL-OUT TIME,65798,707
3410,212271,PULL-IN TIME,65799,707
3411,212270,CERONE YARD MID EVENT,65800,"707, 707"
3412,212670,Eastridge Transit Center (Bay 15),65801, 
3413,211930,Eastridge Transit Center (Bay 14),65802," 26,  26"
3414,212000,Eastridge Transit Center (Bay 13),65803," 31,  31"
3415,212290,Eastridge Transit Center (Bay 12),65804,71
3416,212291,Eastridge Transit Center (Bay 11),65805,71
3417,212670,Eastridge Transit Center (Bay 10),65806,"103, 103"
3418,212230,Eastridge Transit Center (Bay 9),65807," 39,  39"
3419,212670,Eastridge Transit Center (Bay 8),65808, 
3420,212320,Eastridge Transit Center (Bay 7),65809," 77,  77"
3421,211871,Eastridge Transit Center (Bay 6),65810," 22, 522"
3422,211810,Eastridge Transit Center (Bay 1),65811, 
3423,211870,Eastridge Transit Center (Bay 5),65812," 22, 522"
3424,212170,Lundy & Hostetter,65815," 60,  77"
3425,212670,Eastridge Transit Center (Bay 2),65816," 70,  70"
3426,212670,Eastridge Transit Center (Bay 3),65817, 
3427,212670,Eastridge Transit Center (Bay 4),65818, 
3428,212210,Monterey & Cottage Grove,65822," 66,  68"
3429,211910,Story & Remillard,65823,25
3430,211911,Story & Remillard,65824,25
3431,212531,1ST & TASMAN,65836, 
3432,212121,Homestead & Blainey,65837,53
3433,212171,Santa Clara Transit Center,65843,60
3434,212100,Capitol & Nuesta Castillo,65846,522
3435,212101,Capitol & Wilbur,65847,522
3436,211871,Santa Clara & 2nd,65849," 22,  22"
3437,212070,Santa Clara & 2nd,65850,"523, 500, 522"
3438,212100,Alum Rock & King,65856,522
3439,212101,Alum Rock & King,65857,522
3440,212100,Alum Rock & Jackson,65858,522
3441,212101,Alum Rock & Jackson,65859,522
3442,212621,PATRICK HENRY POCKET TRACK,65866,"902, 902, 902"
3443,212170,1ST & METRO LR STATION,65867,60
3444,212320,BERRYESSA BART - 8,65868," 77,  77"
3445,212230,BERRYESSA BART - 7,65869, 
3446,212180,BERRYESSA BART - 6,65870,61
3447,212181,BERRYESSA BART - 5,65871,61
3448,212321,BERRYESSA BART - 4,65872," 70,  70"
3449,212231,BERRYESSA BART - 3,65873," 70,  70"
3450,212070,BERRYESSA BART - 2,65874,"523, 500"
3451,212071,BERRYESSA BART - 1,65875,"523, 500"
3452,211820,MILPITAS BART - 4,65876,XTCX
3453,212670,MILPITAS BART - 3,65877,XTCX
3454,211850,MILPITAS BART - 2,65878," 47,  60,  70,  71,  20,  44, XTCX"
3455,212670,MILPITAS BART - 1,65879,"200, 200, XTCX"
3456,212670,MILPITAS BART - 8,65880," 60, XTCX"
3457,212670,MILPITAS BART - 7,65881," 66,  66, XTCX"
3458,212170,MILPITAS BART - 6,65882," 77,  77, XTCX"
3459,212670,MILPITAS BART - 5,65883,XTCX
3460,211850,MILPITAS BART - 12,65884," 20,  20, XTCX"
3461,212230,MILPITAS BART - 11,65885," 70,  70, XTCX"
3462,212290,MILPITAS BART - 10,65886," 71,  71, XTCX"
3463,212670,MILPITAS BART - 9,65887,XTCX
3464,212060,MILPITAS BART - 16,65888," 47,  47, XTCX"
3465,212050,MILPITAS BART - 15,65889," 44,  44, XTCX"
3466,212211,MILPITAS BART - 14,65890,"104, 104, XTCX"
3467,212210,MILPITAS BART - 13,65891," 66, XTCX"
3468,212070,11TH & TAYLOR,65892," 66, 500"
3469,212400,CAMDEN & ALMADEN,65893,83
3470,212121,HOMESTEAD & KIELY,65895,53
3471,212431,HOWSON & MONTEREY,65897,85
3472,212191,Winfield & Coleman,65898, 
3473,211860,Lafayette & Franklin,65899," 59,  21"
3474,212131,SUNNYVALE-SARATOGA & EL CAMINO,65901," 55,  55, 523"
3475,212130,Sunnyvale-Saratoga & El Camino,65902," 55,  55, 523"
3476,212160,WASHINGTON & NEWHALL,65903,59
3477,212161,WASHINGTON & NEWHALL,65904,59
3478,211910,Tamien Station,65906," 25,  25"
3479,212170,WINCHESTER & STEVENS CREEK,65907,60
3480,212161,1ST & LIBERTY,65908,59
3481,212430,MANTELLI & WREN,65910,85
3482,212431,MANTELLI & WREN,65911,85
3483,212030,VILLA & FRANKLIN,65912,40
3484,212030,SHORELINE & SUTTER CREEK,65913,40
3485,212081,DE ANZA & RODRIGUES,65914,51
3486,211860,MAUDE & MARY,65916,21
3487,211861,MAUDE & MARY,65917,21
3488,211860,MAUDE & PASTORIA,65918,21
3489,211861,MAUDE & PASTORIA,65919,21
3490,212130,SUNNYVALE-SARATOGA & REMINGTON,65920,55
3491,211861,MAUDE & MATHILDA,65922,21
3492,212680,Mathilda & Innovation,65923,523
3493,212141,PROSPECT & SARATOGA,65926,56
3494,212160,GREAT AMERICA & BUNKER HILL,65927,59
3495,212161,GREAT AMERICA & BUNKER HILL,65928,59
3496,212161,GREAT AMERICA WY & SANTA CLARA GTWY,65930,59
3497,211850,AGNEW & MISSION COLLEGE,65931,20
3498,211851,MISSION COLLEGE & AGNEW,65932," 20,  59"
3499,211851,AGNEW & LAKESHORE,65933,20
3500,211850,AGNEW & LAKESHORE,65934,20
3501,211851,AGNEW & CHEENY,65935,20
3502,211850,AGNEW & FILLMORE,65936,20
3503,212160,WASHINGTON & POPLAR,65938,59
3504,212160,LAFAYETTE & MARKET,65939,59
3505,212161,LAFAYETTE & MARKET,65940,59
3506,212161,WASHINGTON & POPLAR,65941,59
3507,212160,BASCOM & NAGLEE,65942,59
3508,212160,BASCOM & HEDDING,65943,59
3509,212161,BASCOM & HEDDING,65944,59
3510,211850,PLUMERIA & 1ST,65945,20
3511,211851,PLUMERIA & MONTAGUE,65946,20
3512,212170,SKYPORT & TECHNOLOGY,65952,60
3513,212171,1ST & BROKAW,65953,60
3514,212170,BROKAW & 1ST,65954,60
3515,212051,MCCANDLESS & CANAL,65955,44
3516,212051,GREAT MALL & MAIN,65956,44
3517,212210,11TH & EMPIRE,65957,66
3518,212401,MCABEE & BERWICKSHIRE,65962,83
3519,212400,MCABEE & PERALTA,65963,83
3520,212401,MCABEE & PERALTA,65964,83
3521,212400,MCABEE & REDMOND,65965,83
3522,212401,MCABEE & REDMOND,65966,83
3523,212400,MCABEE & THORNTREE,65967,83
3524,212401,MCABEE & THORNTREE,65968,83
3525,212211,10TH & SANTA CLARA,65970,66
3526,212190,JULIAN & 10TH,65971," 64, 64A"
3527,212211,10TH & JULIAN,65973,66
3528,212210,11TH & JULIAN,65974," 66, 64A"
3529,212400,MCABEE & ALMADEN,65976,83
3530,212401,MCABEE & ALMADEN,65977,83
3531,212310,SENTER & MONTEREY,65980," 73,  73"
3532,212230,OCALA & BERONA,65983,70
3533,212431,WREN & 1ST,65996,85
3534,212430,LEAVESLEY & MURRAY,65997,85
3535,212431,LEAVESLEY & MURRAY,65998,85
3536,211881,San Carlos & Meridian,66001," 23, 523"
3537,212240,Light Rail Test Route Start,66002, 
3538,212240,Light Rail Test Route Stop 1,66003, 
3539,212240,Light Rail Test Route Stop 2,66004, 
3540,212240,Light Rail Test Route Stop 3,66005, 
3541,212240,Light Rail Test Route Stop 4,66006, 
3542,212240,Light Rail Test Route End,66007, 
3543,212130,Stelling & Stevens Creek,66008," 55,  55"
3544,211911,Fruitdale & Del Mar,66017, 
3545,212170,San Jose Airport Terminal B,66019, 
3546,212561,GREAT MALL AT TRANSIT CENTER,66021, 
3547,212050,McCandless & Lee,66023, 
3548,212390,Tasman & 1st,66024, 
3549,212221,Main & Hale,66025," 87,  68"
3550,212240,north inside 1,66027, 
3551,212240,north inside 2,66028, 
3552,212240,north inside 3,66029, 
3553,212240,north inside 4,66030, 
3554,212240,north inside 5,66031, 
3555,212240,north inside 6,66032, 
3556,212030,Charleston & Huff,66036, 
3557,212040,Silver Creek Valley & Hellyer,66037, 
3558,212041,Hellyer & Silver Creek Valley,66038, 
3559,212670,Capitol & Narvaez,66039, 
3560,212041,Hellyer & Piercy,66041, 
3561,212040,Hellyer & Piercy,66042, 
3562,212120,Homestead & Wolfe,66043, 
3563,212530,Woz Way & San Carlos,66044, 
3564,212430,Welburn & Church,66045, 
3565,212190,Santa Clara & 5th,66046, 
3566,212730,Creekside & Hamilton,66047, 
3567,212731,Creekside & Hamilton,66048, 
3568,212730,Bascom Light Rail Station,66049, 
3569,212211,Monterey & Cottage Grove,66050, 
