Base Scenario

Inputs
"class_dist,home_access_dist,home_power_dist,pev_dist,pref_dist,work_power_dist,res_charging,work_charging,temp_c,mean_dvmt,fleet_size,format"
"Sedan,HA100,Equal,EQUAL,Home100,MostL2,min_delay,min_delay,0,35,30000,json"

Weekday Load Profile
home_l1
"9791.4,9626.95,9438.35,9154.82,8896.61,8581.33,8277.94,7984.14,7710.89,7408.79,7121.8,6828.52,6539.08,6233.97,5933.27,5638.75,5321.22,5042.77,4759,4493.05,4207.93,3950.53,3665.98,3410.63,3063.67,2820.34,2540.5,2280.06,1973.96,1746.74,1538.71,1404.03,1288.63,1247.84,1144.98,1081.88,1001.33,974.01,932.55,933.4,930.44,984.55,1007.42,1041.67,1090.98,1172.99,1251.71,1362.13,1484.36,1632.11,1764.81,1859.45,1988.8,2104.46,2211.61,2310.4,2429.09,2603.3,2802.46,3003.5,3294.85,3666.59,4041.16,4395.83,4859.98,5244.79,5646.24,6004.84,6436.34,7001.87,7678.83,8189.41,8729.79,9186.95,9537.95,9787.55,10010.6,10201.57,10322.58,10490.11,10625.11,10761.33,10891.7,10987.93,11108.37,11286.05,11438.1,11516.21,11526.75,11462.17,11349.5,11214.61,11043.79,10833.3,10613.27,10355.87"
home_l2
"8454.29,7503.29,6637.14,5827.36,5339.55,4781.94,4240.37,3650.08,3293.87,2931.62,2600.22,2343.95,2050.91,1705.18,1450.49,1238.95,1023.91,874.71,727.3,618.84,549.32,463.4,385.76,335.62,331.27,347.08,339.56,308.62,327.44,401.56,496.24,582.64,741.62,836.81,845.13,856.35,855.7,902.64,998.6,1075.98,1104.04,1208.54,1305.38,1400.03,1556.08,1833.28,2086.96,2172.67,2459.43,2884.35,3199.45,3343.65,3452.18,3755.31,4117.97,4357.75,4573.59,4917.15,5471.52,6150.3,7246.72,8269.36,9193.93,9791.94,10959.59,11866.05,12847.25,13689.68,14899.15,16526.94,18682.12,19648.48,20994.53,21501.71,21968.39,22036.4,22002.72,21693.76,21491.35,20724.15,20020.19,19635.3,19249.4,18752.33,18463.06,18213.91,17702.12,17107.75,16432.48,15549.88,14632.93,13511.97,12616.87,11619.41,10593.61,9558.75"
work_l1
"52.92,51.29,50.4,48.27,43.63,41.07,40.34,37.34,35.77,33.98,32.48,32.76,32.45,32.25,29.17,29.39,35.08,42.17,47.41,52.46,65.3,72.8,86.34,101.03,139.81,161.96,195.37,232.42,306.6,343.63,416.2,482.62,568.53,601.76,647.57,690.44,737.59,770.27,785.09,803.83,809.77,814.66,810.59,802.73,796.87,780.33,768.29,748.31,697.43,680.57,654.3,641.75,626.21,621.17,618.19,611.96,587.69,571.47,561.48,548.34,528.17,508.88,469.44,445.69,409.34,391.16,365.78,340.82,282.68,250.22,206.62,186.38,163.31,150.71,140.66,141.11,132.76,123.07,114.04,106.68,100.88,98.03,92.35,85.71,77.39,73.43,65.82,59.92,57.64,57.57,59.22,61.38,59.99,56.01,54.77,55.54"
work_l2
"169.73,153.22,136.7,134.23,112.99,107.69,103.66,93.93,93.84,87.39,84.14,82.01,78.31,73.4,100.88,146.06,226.34,268.4,312.35,342.5,523.24,587.85,785.09,1035.4,1571.33,1831.17,2394.01,2913.87,3993.86,4584.49,5447.91,6299.63,7328.6,7550.54,7910.2,7975.88,8075.66,7817.11,7416.19,6945.17,6558.53,6060.5,5558.65,5046.07,4611.35,4174.97,3807.88,3454.54,3120.77,2889.84,2692.82,2551.13,2451.36,2391.3,2285.42,2107.58,2047.67,2048.57,2031.77,1944.52,1898.06,1813.97,1717.45,1663.54,1506.41,1432.31,1376.85,1290.85,1150.54,1037.39,919.93,856.53,755.08,709.79,695.59,680.08,642.26,581.53,535.36,467.95,432.25,389.57,357.4,324.67,298.21,278.9,233.48,232.7,231.43,228.1,217.59,210.57,212.38,190.72,175.86,165.76"
public_l2
"1015.92,891.76,784.43,725.24,656.74,562.21,480.37,457.77,429.25,394.43,366.26,334.4,326.44,299.01,268.25,248.44,262.19,235.3,208.91,203.51,262.62,293.78,367.13,469.82,649.97,738.64,867.13,986.59,1245.03,1374.7,1595.44,1830.72,2311.97,2521.76,2759.6,2964.38,3268.28,3435.67,3841.72,4028.89,4340.96,4306.16,4296.91,4349.15,4495.91,4430.89,4345.01,4427.36,4459.81,4501.69,4582.46,4509.14,4551.02,4547.39,4530.43,4582.72,4679.01,4543.72,4482.86,4380.68,4204.09,4201.27,4060.13,4062.62,4255.19,4247.38,4085.77,4108.58,4129.77,4316.11,4552.81,4734.75,5086.79,5191.19,5333.22,5476.63,5658.62,5588.39,5485.75,5290.92,4798.4,4310.9,3797.01,3384.59,2901.4,2525.72,2108.38,1863.64,1695.7,1502.78,1403.11,1341.43,1239.46,1126.96,1136.94,1129.3"
public_l3
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.3,64.42,79.2,75.46,113.48,91.62,208.67,244.97,359.47,389.71,340.46,308.86,324,524.35,666.16,566.78,832.15,854.7,882.7,665.45,829.33,852.58,1060.88,995.92,1152.09,889.59,1177.81,1171.97,1231.86,1147.69,1040.12,1074.45,1078.81,882.34,702.71,541.74,594.05,585.44,563.45,523.74,432.18,680.49,821.16,596.74,526.36,761.53,910.66,699.28,633.92,570.56,555.53,856.39,943.94,749.48,644.9,657.84,716.5,830.48,738.95,663.17,459.6,243.29,152.14,76.37,56.29,26.35,86.08,86.08,80.35,27.59,24.61,12.92,9.47,0,0,0"
Weekend Load Profile
home_l1
"8482.8,8358.11,8201.47,8019.73,7838.74,7622.09,7432.21,7203.73,6989.57,6757.37,6558.89,6345.05,6116.19,5866.03,5646.32,5397.11,5178.33,4953.61,4726.87,4517.41,4329.16,4115.29,3917.83,3732.58,3501.2,3316.12,3102.13,2939.99,2746.56,2585.56,2395.37,2250.92,2039.35,1936.55,1809.11,1717.06,1612.34,1605.56,1540.93,1540.85,1529.92,1585.36,1625.8,1664.42,1726.87,1891.42,2030.4,2183.93,2391.93,2649.16,2895.43,3141.36,3319.86,3448.7,3687.57,3811.63,4022.74,4227.73,4465.74,4610.62,4787.66,5016.63,5269,5458.36,5650.35,5899.09,6166,6302.57,6501.28,6738.07,6991.17,7167.77,7309.19,7555.17,7742.15,7862.9,8048.52,8166.34,8278.6,8384.95,8465.93,8595.25,8741.67,8899.21,9041.52,9169.67,9272.17,9332.03,9393.58,9345.68,9311.9,9225.32,9188.69,9110.13,9022.98,8889.01"
home_l2
"9668.36,8804.86,8135.92,7251.53,6632.99,6021.28,5424.79,4788.67,4314.49,3844.3,3487.37,3143.47,2888.83,2541.26,2284.15,1943.23,1605.12,1362.73,1116.52,923.03,855.71,728.54,631.36,514.19,460.45,410.83,462.84,471.82,445.45,416.74,493.04,548.83,543.91,580.64,716.38,637.2,795.56,997.77,1079.3,1176.03,1457.45,1690.51,1756.91,1918.04,2274.63,2513.98,3028.03,3574.88,4208.48,4665.93,5127.5,5383.54,5612.57,5751.38,6337.75,6389.97,7045.26,7555.14,8184.36,8269.55,8832.89,9405.64,10091.14,10459.68,11313.1,11845.63,12605.78,12635.6,13499.3,13917.21,14090.2,14020.81,14464.8,14512.9,14921.42,15009.52,15424.79,15259.9,15294.19,15189.1,15142.69,15057.3,15068.21,15095.28,14995.9,14872.16,14714,14632.7,14603.39,14165.62,13617.78,13108.24,12546.61,11847.94,11387.5,10735.73"
work_l1
"43.4,42.84,42.84,42.22,40.57,40.32,38.13,36.08,32.42,26.19,24.04,22.13,21.84,21.17,19.97,19.3,18.48,17.68,18.83,21.84,22.72,23.52,27.1,31.14,42.11,49,54.93,74.53,90.94,101.02,118.3,135.01,153.37,159.83,164.92,168.7,181.33,187.25,186.79,188.03,186.93,180.59,179.63,181.18,183.38,184.03,177.52,172.21,164.12,162.64,158.55,154.76,151.82,148.19,149.61,153.14,151.7,154.78,151.92,155.75,149.83,149.15,144.05,142.91,142.78,138.3,133.73,128.5,115.61,113.17,112.9,106.14,98.73,96.32,92.07,91.39,83.53,80.59,75.46,74.23,69.72,67.54,64.98,61.89,58.72,57.35,53.18,50.57,47.88,47.37,48.16,49.22,48.37,46.54,45.2,44.02"
work_l2
"93.6,84.47,82.8,71.01,63.51,50.12,40.62,35.35,33.48,30.92,42.19,40.34,47.92,39.68,34.18,66.96,73.08,69.13,101.12,155.8,238.05,294.98,320.45,393.4,663.19,770.67,877.51,1094.56,1386.19,1433.86,1593.43,1697.14,1894.56,1867.28,1901.24,1879.36,1920.08,1813.75,1718.76,1570.67,1493.89,1401.81,1297.21,1217.26,1181.57,1131.97,984.6,875.29,806.57,714.09,717.42,697.86,639.27,595.88,629.47,620.6,602.51,653.75,633.11,636.19,637.37,628.16,562.81,554.82,566.68,481.24,482.64,480.76,448.62,413.54,420.85,430.16,449.59,391.53,354.5,375.25,364.45,375.11,361.81,343.29,282.36,252.69,239.41,230.15,225.02,209.47,197.95,168.03,187.01,184.85,169.93,137.91,120.55,106.13,94.96,104.78"
public_l2
"1862.57,1703.98,1520.89,1316.69,1117.4,994.36,883.71,788.19,755.06,695.61,620,644.56,603.55,545.92,469.24,400.84,358.3,340.19,358.57,353.03,336.64,307.94,321.2,343.42,445.99,485.93,552.85,701.92,955.87,1091.66,1481.35,1688.14,2287.52,2509.5,2987.75,3331.82,3978.22,4168.04,4787.51,4943.31,5643.55,5950.85,6048.45,6190.54,6445.03,6673.65,7004.2,7173.28,7486.41,7724.25,7733.23,7921.93,8390.09,8846.04,8623.86,8753.48,8737.72,8391.24,8043.92,7911.14,7645.37,7694.71,7513.88,7072.46,6814.95,6975.65,7013.05,7083.26,7293.37,7206.54,7180.77,7259.6,7204.69,7549.08,7569.37,7469.85,7339.7,7107.34,7048.85,6822.26,6409.47,6033.1,5486.4,5034.31,4319.43,4003.73,3630.08,3291.97,2849.87,2814.99,2743.07,2592.34,2414.16,2275.42,2141.28,2053.86"
public_l3
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.11,61.49,25.26,24.6,12.83,0,0,0,0,78.15,244.63,367.13,398.41,467.69,514.2,515.76,639.27,852.05,1232.32,1392.24,1316.93,1435.13,1682.39,1945.37,2074.31,1561.1,1447.36,1572.24,1936.37,1941.6,2109.68,1986.3,1934.17,1703.83,1462.42,1392.93,1489.03,1197.06,1325.09,1675.93,1965.94,1938.02,1812.11,1423.52,1210.56,758.71,592.76,779.35,1177.2,1309.31,1584.07,1341.97,1084.61,866.96,914.67,1052.95,1064.55,1104.08,1003.48,1157.69,1075.34,753.88,486.79,567.05,596.1,400.07,171.51,86,31.36,30.01,77.85,120.55,107.17,102.76,105.85,63.86,54.6,60.23"
